,month,merchant_category,transactions,total_spent,avg_spent
313,2010-03,7922,307,28619.65,93.22361563517916
314,2010-03,7995,208,29203.85,140.403125
315,2010-03,7996,101,15937.89,157.80089108910892
316,2010-03,8011,221,39821.92,180.18968325791855
317,2010-03,8021,240,37059.86,154.41608333333335
318,2010-03,8041,91,13897.99,152.72516483516483
319,2010-03,8043,122,16427.22,134.6493442622951
320,2010-03,8049,84,12434.0,148.02380952380952
321,2010-03,8062,25,20029.61,801.1844
322,2010-03,8099,128,14390.44,112.4253125
323,2010-03,8111,68,33979.65,499.7007352941177
324,2010-03,8931,26,4464.75,171.72115384615384
325,2010-03,9402,742,11025.05,14.858557951482478
326,2010-04,1711,32,5424.65,169.5203125
327,2010-04,3000,21,17525.04,834.5257142857143
328,2010-04,3001,25,16076.42,643.0568
329,2010-04,3005,5,2354.41,470.88199999999995
330,2010-04,3006,3,1752.4399999999998,584.1466666666666
331,2010-04,3007,2,2131.34,1065.67
332,2010-04,3008,3,3103.91,1034.6366666666665
333,2010-04,3009,7,5798.88,828.4114285714286
334,2010-04,3058,17,11063.85,650.814705882353
335,2010-04,3066,29,19965.46,688.4641379310344
336,2010-04,3075,1,751.31,751.31
337,2010-04,3132,19,12524.11,659.1636842105263
338,2010-04,3144,1,847.36,847.36
339,2010-04,3174,33,23980.04,726.6678787878789
340,2010-04,3256,20,12746.14,637.307
341,2010-04,3260,32,20539.09,641.8465625
342,2010-04,3359,80,5914.27,73.928375
343,2010-04,3387,57,3781.62,66.34421052631579
344,2010-04,3389,74,2092.31,28.274459459459457
345,2010-04,3390,70,5411.13,77.30185714285714
346,2010-04,3393,68,4785.57,70.3760294117647
347,2010-04,3395,86,7067.77,82.18337209302327
348,2010-04,3405,62,5258.14,84.80870967741936
349,2010-04,3504,126,10241.76,81.28380952380952
350,2010-04,3509,100,8251.83,82.5183
351,2010-04,3596,106,10006.38,94.39981132075471
352,2010-04,3640,100,8143.32,81.4332
353,2010-04,3684,149,11102.32,74.51221476510067
354,2010-04,3722,121,10735.77,88.72537190082645
355,2010-04,3730,108,8533.53,79.01416666666667
356,2010-04,3771,121,10042.65,82.99710743801653
357,2010-04,3775,136,10278.77,75.57919117647059
358,2010-04,3780,134,11476.29,85.64395522388061
359,2010-04,4111,723,66006.91,91.29586445366529
360,2010-04,4112,25,7307.61,292.3044
361,2010-04,4121,3640,84767.22,23.2876978021978
362,2010-04,4131,21,1754.54,83.5495238095238
363,2010-04,4214,737,11153.64,15.133839891451832
364,2010-04,4411,8,11088.43,1386.05375
365,2010-04,4511,25,21335.07,853.4028
366,2010-04,4722,286,40133.92,140.3283916083916
367,2010-04,4784,4340,151409.69,34.88702534562212
368,2010-04,4814,1582,184101.7,116.3727560050569
369,2010-04,4829,4576,409900.0,89.57604895104895
370,2010-04,4899,344,48842.88,141.98511627906976
371,2010-04,4900,1792,202112.54,112.786015625
372,2010-04,5045,33,5576.17,168.97484848484848
373,2010-04,5094,35,2041.18,58.319428571428574
374,2010-04,5192,84,3436.25,40.907738095238095
375,2010-04,5193,78,3153.94,40.43512820512821
376,2010-04,5211,1349,61066.25,45.2677909562639
377,2010-04,5251,278,10951.61,39.39428057553957
378,2010-04,5261,68,3480.12,51.17823529411765
379,2010-04,5300,4739,293095.0,61.84743616796793
380,2010-04,5310,1912,80290.08,41.99271966527197
381,2010-04,5311,3686,219577.57,59.570691806836685
382,2010-04,5411,11782,310941.42,26.391225598370394
383,2010-04,5499,11214,124211.39,11.076457107187444
384,2010-04,5533,11,3892.18,353.83454545454543
385,2010-04,5541,11084,225545.18,20.348717069649947
386,2010-04,5621,83,5718.74,68.90048192771084
387,2010-04,5651,587,32788.38,55.857546848381595
388,2010-04,5655,147,10857.53,73.86074829931974
389,2010-04,5661,96,6642.73,69.19510416666667
390,2010-04,5712,34,10917.48,321.10235294117643
391,2010-04,5719,654,33894.45,51.82637614678899
392,2010-04,5722,2,1259.46,629.73
393,2010-04,5732,67,8840.25,131.94402985074626
394,2010-04,5733,6,4030.4700000000003,671.745
395,2010-04,5812,7200,189001.45,26.25020138888889
396,2010-04,5813,1834,46792.89,25.514116684841877
397,2010-04,5814,3562,96251.27,27.021692869174622
398,2010-04,5815,499,6641.89,13.310400801603206
399,2010-04,5816,24,3583.77,149.32375
400,2010-04,5912,5974,272879.48,45.67785068630733
401,2010-04,5921,956,10054.0,10.51673640167364
402,2010-04,5932,39,6288.19,161.235641025641
403,2010-04,5941,12,523.78,43.64833333333333
404,2010-04,5942,1716,34225.84,19.945128205128203
405,2010-04,5947,15,193.49,12.899333333333335
406,2010-04,5970,567,23776.16,41.93326278659612
407,2010-04,5977,46,819.16,17.80782608695652
408,2010-04,6300,404,104041.04,257.52732673267326
409,2010-04,7011,112,10737.99,95.87491071428572
410,2010-04,7210,268,5186.63,19.353097014925375
411,2010-04,7230,817,38735.59,47.41198286413708
412,2010-04,7276,38,7451.69,196.09710526315789
413,2010-04,7349,377,15676.54,41.582334217506634
414,2010-04,7393,81,2420.2599999999998,29.87975308641975
415,2010-04,7531,18,6685.51,371.4172222222222
416,2010-04,7538,3622,190283.04,52.535350635008285
417,2010-04,7542,296,4378.64,14.792702702702703
418,2010-04,7549,5,1527.14,305.428
419,2010-04,7801,131,17888.9,136.55648854961834
420,2010-04,7802,114,15995.06,140.30754385964912
421,2010-04,7832,1106,30339.91,27.432106690777577
422,2010-04,7922,286,26727.38,93.45237762237763
423,2010-04,7995,232,37099.49,159.91159482758619
424,2010-04,7996,81,14648.9,180.8506172839506
425,2010-04,8011,189,31354.98,165.89936507936508
426,2010-04,8021,256,42141.94,164.616953125
427,2010-04,8041,72,9974.71,138.53763888888886
428,2010-04,8043,122,16201.42,132.79852459016394
429,2010-04,8049,70,9021.0,128.87142857142857
430,2010-04,8062,38,25704.27,676.4281578947368
431,2010-04,8099,109,10622.41,97.45330275229358
432,2010-04,8111,60,34454.21,574.2368333333333
433,2010-04,8931,32,5155.8,161.11875
434,2010-04,9402,713,10635.65,14.916760168302945
435,2010-05,1711,21,3141.07,149.5747619047619
436,2010-05,3000,21,13926.87,663.1842857142858
437,2010-05,3001,31,25693.25,828.8145161290323
438,2010-05,3005,5,4502.76,900.552
439,2010-05,3006,2,774.0699999999999,387.03499999999997
440,2010-05,3007,2,2626.14,1313.07
441,2010-05,3008,4,3644.4500000000003,911.1125000000001
442,2010-05,3009,6,5923.47,987.245
443,2010-05,3058,21,14533.73,692.082380952381
444,2010-05,3066,32,22538.44,704.32625
445,2010-05,3075,6,4139.09,689.8483333333334
446,2010-05,3132,22,15557.02,707.1372727272727
447,2010-05,3144,1,802.65,802.65
448,2010-05,3174,24,19792.53,824.6887499999999
449,2010-05,3256,28,19633.68,701.2028571428572
450,2010-05,3260,25,18187.23,727.4892
451,2010-05,3359,91,4581.68,50.34813186813187
452,2010-05,3387,55,3544.21,64.44018181818181
453,2010-05,3389,73,4945.06,67.74054794520549
454,2010-05,3390,58,2700.49,46.5601724137931
455,2010-05,3393,67,5276.26,78.75014925373135
456,2010-05,3395,54,2989.57,55.36240740740741
457,2010-05,3405,74,3586.62,48.467837837837834
458,2010-05,3504,161,10783.32,66.97714285714285
459,2010-05,3509,154,12089.38,78.50246753246753
460,2010-05,3596,129,11585.53,89.81031007751939
461,2010-05,3640,126,10372.4,82.32063492063492
462,2010-05,3684,140,9195.66,65.68328571428572
463,2010-05,3722,136,8621.48,63.393235294117645
464,2010-05,3730,126,7416.3099999999995,58.85960317460317
465,2010-05,3771,115,10634.15,92.47086956521738
466,2010-05,3775,97,7838.77,80.81206185567011
467,2010-05,3780,131,9468.52,72.2787786259542
468,2010-05,4111,706,65727.48,93.09841359773371
469,2010-05,4112,29,7331.45,252.80862068965516
470,2010-05,4121,3810,89267.38,23.42975853018373
471,2010-05,4131,16,1385.88,86.6175
472,2010-05,4214,713,10770.7,15.10617110799439
473,2010-05,4411,8,12920.33,1615.04125
474,2010-05,4511,28,23719.2,847.1142857142858
475,2010-05,4722,243,27659.45,113.82489711934157
476,2010-05,4784,4669,164639.54,35.26227029342472
477,2010-05,4814,1731,200690.49,115.93904679376082
478,2010-05,4829,4917,436720.0,88.81838519422412
479,2010-05,4899,458,64503.61,140.83757641921397
480,2010-05,4900,2013,235677.41,117.07769995032291
481,2010-05,5045,23,3549.64,154.33217391304348
482,2010-05,5094,50,3701.79,74.0358
483,2010-05,5192,90,3578.44,39.760444444444445
484,2010-05,5193,80,3306.59,41.332375
485,2010-05,5211,1379,61330.85,44.4748730964467
486,2010-05,5251,284,11040.37,38.87454225352113
487,2010-05,5261,40,2012.42,50.310500000000005
488,2010-05,5300,4811,309219.54,64.273444190397
489,2010-05,5310,1984,85538.49,43.11415826612903
490,2010-05,5311,3906,224005.58,57.34909882232463
491,2010-05,5411,12572,323638.66,25.742814190264077
492,2010-05,5499,11337,120903.47,10.664502954926347
493,2010-05,5533,8,4178.09,522.26125
494,2010-05,5541,11466,242535.69,21.152598116169546
495,2010-05,5621,87,5855.34,67.30275862068966
496,2010-05,5651,603,32056.329999999998,53.16140961857379
497,2010-05,5655,133,8991.53,67.60548872180452
498,2010-05,5661,113,8430.3,74.60442477876106
499,2010-05,5712,36,10257.66,284.935
500,2010-05,5719,705,36688.63,52.04060992907801
501,2010-05,5722,4,1924.55,481.1375
502,2010-05,5732,72,10709.06,148.73694444444445
503,2010-05,5733,8,3759.07,469.88375
504,2010-05,5812,7706,209428.02,27.177267064624967
505,2010-05,5813,1991,49224.04,24.72327473631341
506,2010-05,5814,3876,102668.78,26.488333333333333
507,2010-05,5815,531,7234.17,13.62367231638418
508,2010-05,5816,31,4456.74,143.7658064516129
509,2010-05,5912,6036,277147.23,45.91571073558648
510,2010-05,5921,1017,10640.42,10.462556538839724
511,2010-05,5932,51,11128.54,218.20666666666668
512,2010-05,5941,10,455.22,45.522000000000006
513,2010-05,5942,1821,34721.23,19.067122460186713
514,2010-05,5947,9,105.26,11.695555555555556
515,2010-05,5970,560,23085.11,41.22341071428571
516,2010-05,5977,55,750.35,13.642727272727273
517,2010-05,6300,427,93038.24,217.888149882904
518,2010-05,7011,146,11985.05,82.08938356164383
519,2010-05,7210,240,4577.51,19.072958333333336
520,2010-05,7230,796,37415.19,47.004007537688445
521,2010-05,7276,28,5965.82,213.065
522,2010-05,7349,447,19218.37,42.994116331096194
523,2010-05,7393,112,3469.42,30.976964285714285
524,2010-05,7531,8,3639.55,454.94375
525,2010-05,7538,3589,185233.54,51.611462803009196
526,2010-05,7542,281,4144.63,14.749572953736655
527,2010-05,7549,10,4831.099999999999,483.10999999999996
528,2010-05,7801,167,21977.51,131.60185628742514
529,2010-05,7802,125,17851.51,142.81207999999998
530,2010-05,7832,1136,30372.99,26.736786971830988
531,2010-05,7922,321,29304.46,91.29115264797508
532,2010-05,7995,296,41643.95,140.68902027027025
533,2010-05,7996,68,10008.67,147.18632352941177
534,2010-05,8011,206,38101.24,184.95747572815532
535,2010-05,8021,263,40704.66,154.77057034220533
536,2010-05,8041,78,11446.95,146.75576923076923
537,2010-05,8043,130,14988.19,115.29376923076923
538,2010-05,8049,77,11970.04,155.45506493506494
539,2010-05,8062,29,22782.22,785.5937931034483
540,2010-05,8099,107,10511.69,98.24009345794393
541,2010-05,8111,65,28825.91,443.47553846153846
542,2010-05,8931,32,5346.81,167.0878125
543,2010-05,9402,725,10930.6,15.076689655172414
544,2010-06,1711,37,4738.14,128.05783783783784
545,2010-06,3000,29,22842.4,787.6689655172414
546,2010-06,3001,37,21928.72,592.6681081081082
547,2010-06,3005,3,3186.7,1062.2333333333333
548,2010-06,3006,2,1432.79,716.395
549,2010-06,3007,4,3843.55,960.8875
550,2010-06,3008,3,2171.35,723.7833333333333
551,2010-06,3009,4,3213.55,803.3875
552,2010-06,3058,24,14717.86,613.2441666666667
553,2010-06,3066,21,16479.59,784.7423809523809
554,2010-06,3075,4,5057.17,1264.2925
555,2010-06,3132,33,24102.36,730.3745454545455
556,2010-06,3144,1,416.52,416.52
557,2010-06,3174,33,24759.28,750.2812121212121
558,2010-06,3256,26,18388.01,707.2311538461538
559,2010-06,3260,28,19025.44,679.4799999999999
560,2010-06,3359,72,5646.6,78.42500000000001
561,2010-06,3387,84,6389.59,76.06654761904763
